"05ec3457e4726078c527ac0ab15a62d1"	15	0	0	44	33	3	4	0	4	0	4	4	1	0	0	0	0	70	41	9	0	43	20	0	34	0	49	30	9	49	53	49	81	0	66	81	89	55	0	0	71	0	118	90	92	84	0	0	0	0	0	0	0	28	0	23	35	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	93	77	103	80	61	70	105	0	27	48	74	0	38	16	4	80	10	53	26	31	38	11	0	0	0	0	9	24	0	0	0	0	0	0	24	5	0	41	4	0	0	4	0	0	10	0	0	0	0	0	0	50	10	0	0	6	0	11	0	0	0	114	5	32	17	8	62	4	16	0	0	0	0	0	3	42	6	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	22	0	0	0	0	12	0	4	0	0	0	0	0	25	0	0	0	0	0	63	108	113	81	59	95	52	19	68	0	67	42	118	274	32	0	113	0	32	140	84	130	11	134	0	94	0	91	0	72	105	97	75	126	0	93	80	58	260	90	76	88	103	0	0	150	51	0	6	32	121	322	0	81	101	28	101	13	0	0	104	0	135	49	115	0	13	0	0	0	0	28	11	0	0	0	10	20	0	0	0	0	0	0	51	10	0	0	0	0	99	0	60	0	71	23	0	13	0	0	4	0	0	49	0	0	0	0	0	15	0	26
"5c8052710092b6c7cec554b1480ce313"	96	5	71	65	108	31	22	10	141	7	38	88	58	52	34	0	0	271	174	203	0	137	71	19	75	68	154	155	48	131	139	133	103	0	82	132	0	97	103	0	118	38	160	107	139	139	1	0	0	20	0	0	0	48	0	48	52	0	0	76	7	0	0	0	13	0	0	0	0	8	0	19	0	30	34	92	71	176	61	138	10	58	47	53	0	234	118	255	105	24	163	13	99	136	63	0	90	18	0	17	62	15	53	0	17	78	0	25	48	32	37	62	148	102	56	124	41	41	0	14	65	62	20	50	133	22	126	175	80	5	86	58	48	82	52	47	58	26	7	141	29	54	0	70	73	0	0	84	32	55	65	44	0	84	0	0	0	51	3	3	0	60	0	61	106	44	0	43	1	18	0	47	131	43	123	371	62	0	0	6	0	0	0	110	45	44	162	145	88	131	135	153	277	259	211	0	56	171	51	52	64	0	28	82	0	64	99	114	62	247	93	131	0	138	0	170	151	256	193	53	0	127	218	160	0	159	114	117	160	0	0	85	104	0	70	191	55	0	50	151	246	135	109	70	179	0	147	0	148	84	128	0	95	0	174	100	89	90	154	0	135	0	86	56	0	0	63	154	0	0	104	225	0	108	88	84	88	137	104	0	85	25	0	59	0	96	93	0	102	104	117	0	75	0	0	113	0	53
"0982e5399f3eac5e2b6f61ec957f3745"	0	0	39	63	56	0	8	9	0	0	0	19	12	0	0	0	0	4	1	0	0	0	0	0	0	0	0	5	19	13	8	3	9	0	22	17	0	20	0	0	16	0	64	17	30	37	1	0	0	0	0	0	0	28	0	10	19	0	0	7	0	0	0	0	0	0	0	0	0	4	0	1	0	60	1	98	7	52	24	45	0	53	84	113	0	22	17	16	27	9	39	47	79	11	0	16	30	0	0	109	106	0	27	0	36	32	0	122	4	0	47	0	38	48	24	0	0	10	74	0	0	198	0	0	90	67	0	0	0	35	58	0	0	0	77	25	44	85	0	95	0	69	0	0	11	0	0	34	159	42	116	0	0	11	0	0	0	49	0	0	0	6	0	48	109	70	0	73	18	0	0	0	64	39	0	0	10	0	0	0	74	0	0	0	87	45	179	96	102	64	93	74	82	74	39	0	113	90	263	54	99	151	232	211	121	158	105	66	17	263	123	78	0	64	0	98	99	42	73	77	0	75	153	43	0	72	62	68	96	0	0	138	0	0	0	109	0	77	113	42	202	122	75	52	70	0	104	0	54	67	88	0	16	0	0	82	38	14	25	0	49	85	19	33	0	0	0	0	0	0	32	16	1	25	40	26	61	82	81	0	105	50	0	27	0	9	59	0	36	17	44	0	65	0	0	43	0	128
"371ff3f6af66ba2c07137267c7948686"	0	19	231	87	103	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	13	0	1	2	0	1	0	0	0	28	18	538	255	99	0	0	0	0	2	0	0	0	14	0	16	0	0	0	149	0	0	23	212	6	121	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	14	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	281	25	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	6	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	66	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"b6f7f277ffa4b611347c6a4b6ce0f53b"	0	4	0	5	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	126	5	0	46	12	4	0	8	0	121	0	0	0	0	0	0	8	140	16	0	0	0	6	28	0	3	15	11	0	0	123	39	15	15	0	34	0	16	0	0	0	0	0	0	0	0	0	48	554	51	666	675	673	5	602	656	139	0	0	0	0	0	198	0	0	0	61	0	0	0	0	0	0	0	0	0	0	45	302	0	0	0	0	0	0	0	127	0	0	0	0	290	0	0	0	0	0	0	55	69	0	0	0	14	194	0	0	0	581	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	396	227	0	0	0	46	185	0	0	0	0	89	18	0	0	446	0	0	0	453	76	264	113	138	101	60	85	808	0	108	7	6	809	443	256	71	45	134	0	31	71	128	31	50	5	38	0	472	0	76	789	43	721	81	36	213	26	85	104	110	61	100	383	57	0	103
"646916f8eb114270d553949000ecc8cc"	77	86	51	33	0	134	5	12	17	85	0	162	63	10	0	0	0	2	13	0	70	5	0	0	4	0	1	2	0	0	22	0	7	0	20	15	0	8	0	0	0	14	8	7	10	1	60	0	0	0	0	0	0	0	0	39	11	17	0	48	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	5	29	18	0	0	0	0	2	0	9	11	13	10	7	4	0	0	0	20	4	22	0	0	3	0	92	50	15	0	0	49	0	0	58	242	307	0	180	24	229	36	66	126	0	115	30	0	0	26	108	47	18	16	44	0	0	104	0	243	73	70	18	37	295	33	44	0	424	62	124	0	283	98	45	46	4	0	55	0	0	0	0	0	0	0	0	14	0	17	76	12	0	0	21	28	0	0	0	0	11	0	23	0	0	13	0	0	0	15	21	0	0	6	0	10	50	0	0	0	0	43	25	18	0	0	0	432	0	0	0	72	12	70	0	0	0	11	0	6	517	0	0	25	4	33	0	0	0	40	0	2	81	5	0	0	80	0	0	0	4	0	0	0	0	0	0	0	13	22	82	0	1	0	20	340	15	0	32	0	27	94	96	0	0	0	14	0	55	27	33	0	0	0	0	0	17	37	842	0	28	15	18	57	19	49	7	341	0	93	0	0	40	0	76	69	46	158	41	0	0	20	0	22
"769593636aad0c52dfffb1ca23b4a9c1"	0	10	0	13	0	0	0	16	10	99	5	0	0	90	49	45	29	35	13	9	19	15	9	133	3	16	16	21	5	0	0	3	15	42	24	7	20	6	68	75	16	0	5	0	4	15	0	14	15	22	96	0	12	15	275	82	11	198	493	28	1	128	119	73	11	52	295	70	0	410	509	1	0	1	2	19	0	0	0	0	0	6	15	2	51	5	0	10	12	4	77	124	32	51	58	40	32	0	0	0	0	0	0	0	0	0	470	0	0	6	0	0	0	33	0	0	0	0	0	0	2	46	0	0	7	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	101	41	0	0	0	0	0	67	18	0	65	21	0	68	54	0	2	114	0	31	11	0	0	8	0	55	59	0	0	0	4	0	87	13	0	0	0	137	0	0	2	0	0	45	0	0	12	0	19	0	0	0	12	0	0	51	84	58	0	44	0	0	0	9	79	58	8	66	8	438	8	0	0	0	14	0	33	0	0	0	4	0	2	15	330	0	0	0	115	0	0	0	0	0	13	0	37	16	33	0	256	0	50	12	0	8	19	0	0	0	47	0	5	47	0	8	0	0	0	115	54	284	0	480	396	14	3	0	0	0	16	0	0	0	0	0	16	0	0	0	0	0	113	16	0	4	0	0	0	0	13	0	23
"0505f9c8b5a15bbf46d4bcf1fb0221b8"	0	26	0	9	0	0	0	8	0	201	40	0	0	46	41	8	76	36	33	40	28	14	161	58	81	54	8	4	0	11	6	31	25	55	1	5	34	6	81	172	38	0	0	2	1	21	0	160	0	15	50	315	194	62	235	39	0	73	145	0	0	145	231	115	0	104	74	522	0	41	30	1	0	0	0	0	0	0	20	0	0	18	13	49	484	0	0	0	0	0	64	95	9	23	0	46	22	0	0	0	0	0	0	85	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	45	77	0	56	0	12	0	64	0	0	0	0	66	0	36	0	0	0	17	42	0	0	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	98	109	0	0	32	17	28	0	25	6	70	0	0	0	0	0	0	18	1000	0	0	0	0	3	0	0	0	280	0	61	0	0	0	22	53	0	0	48	0	0	0	21	0	86	0	0	9	0	3	42	0	186	0	0	0	6	0	29	7	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	23	0	0	0	0	44	30	0	74	16	0	0	0	0	92	0	0	411	32
"b066208a8d989dbe1232503c814bc2de"	0	0	2	14	0	0	4	6	30	0	3	0	0	107	80	190	332	47	25	129	169	35	84	149	74	78	54	29	55	53	23	25	104	250	41	4	119	0	165	243	19	0	7	18	8	32	8	407	179	21	418	106	339	17	14	20	0	0	0	0	0	34	30	0	0	0	0	0	0	0	4	1	0	4	0	2	0	0	3	1	0	0	3	0	0	0	0	0	6	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	31	117	0	61	0	0	0	8	22	16	0	7	0	15	8	26	0	0	5	0	0	0	25	0	22	0	10	0	15	7	0	32	0	138	0	0	0	111	8	0	5	34	0	0	73	0	0	0	3	0	0	0	0	0	17	0	15	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	5	0	0	0	0	12	8	0	0	0	0	146	5	13	0	0	0	0	34	100	69	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	19	0	23	0	0	0	0	91	0	7	4	0	0	13	0	0	0	0	20	0	0	4	0	0	0	32	0	15	0	0	0	0	14	0	0	0	0	7	12	0	0	0	0	0	0	21	3	0	20	4	7	0	2	0	0	9	0	0	0	0	0	13	0	0	24	0	0	0	0	0	0	0	0
"b5dd41ab5085b59557be60ca37e7230c"	0	14	0	3	0	0	0	0	0	8	6	0	0	106	43	38	206	113	38	30	261	18	36	232	46	197	13	55	163	41	12	34	31	271	24	19	138	4	34	184	13	0	6	3	3	11	0	147	308	27	76	238	127	52	40	32	0	9	106	98	2	49	169	152	0	65	126	123	0	19	21	0	0	3	1	2	2	2	9	0	0	0	12	3	144	0	4	0	8	4	54	15	87	20	0	28	28	0	0	0	0	0	0	0	0	0	20	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	10	0	0	4	0	4	0	0	0	0	0	0	0	12	0	0	0	0	0	22	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	27	0	0	0	162	0	0	0	0	14	0	0	0	0	0	0	0	0	0	72	0	0	0	0	50	0	0	0	0	0	0	0	0	0	2	24	0	79	0	0	0	0	0	0	62	0	23	0	0	0	39	0	29	0	0	0	0	0	0	0	0	2	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	4	0	0	0	0	27	0	12	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	55	23	21	0	0	0	0
"67c37dc4bee9bbcd638b39305b93cd61"	0	34	0	0	0	0	1	5	0	66	20	0	0	3	51	0	49	0	32	0	100	19	12	26	0	0	0	0	41	2	8	0	0	18	14	0	0	1	0	147	0	0	0	4	3	0	0	7	9	105	0	0	0	0	0	0	0	70	0	0	0	36	0	291	0	16	0	40	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	2	0	0	3	0	0	0	0	19	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	8	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	45	0	0	0	0	0	0	90	21	0	277	0	0	9	25	3	47	50	609	149	31	0	0	0	11	48	42	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	50	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	232	0	0	0	0	15	0	0	10	0	0	34	24	7	0	0	0	0	0	0	0	0	0	0	52	0	0	18	1	0	0	0	20	0	0	16	0	38	0	257	0	0	0	7	0	9	0	0	0	66	0	0	21	0	0	22	0	0	0	35	0	0	0	313	0	33	0	0
"572f9ff2148da07e9dcd16640d2dd967"	0	0	19	80	11	6	20	10	0	0	0	0	1	0	42	0	0	42	252	159	0	261	306	2	61	207	282	209	27	103	165	162	74	0	117	133	0	115	0	0	175	0	91	127	229	223	14	0	0	0	0	0	0	87	0	120	101	0	0	252	0	0	0	0	41	0	0	0	0	0	0	0	0	6	0	138	77	143	114	140	0	145	221	180	0	19	127	0	151	93	45	122	183	112	67	76	67	0	17	104	175	0	22	0	110	35	0	158	65	128	33	46	31	131	117	51	42	16	91	0	62	0	64	67	79	109	16	76	0	0	0	9	0	1	61	91	74	76	88	74	15	124	11	4	44	0	25	32	139	185	145	26	0	22	0	0	0	0	0	0	0	0	0	0	92	17	40	36	0	0	0	0	0	57	22	15	0	0	0	0	27	0	0	88	25	0	184	71	39	59	99	52	40	17	80	0	137	61	45	72	34	0	123	176	94	16	115	39	26	129	40	55	0	38	0	41	44	22	40	37	0	66	37	36	115	29	54	42	56	0	0	144	78	308	0	52	121	83	45	187	50	32	45	46	57	0	64	1	58	40	31	0	21	0	0	40	56	44	34	0	14	0	9	29	0	0	0	43	0	0	38	6	0	28	53	49	41	51	40	0	91	41	0	23	0	63	35	0	28	56	0	0	9	0	0	41	0	62
"29d775c0c78c0c73c62221d931001cad"	114	5	34	0	39	0	27	367	127	0	4	7	34	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	70	0	0	3	1	0	18	0	0	870	0	0	0	0	0	0	0	0	0	0	49	0	0	787	0	0	109	331	0	0	0	0	52	6	852	997	218	228	50	0	0	0	0	55	261	0	4	0	38	10	0	82	335	0	25	30	9	0	0	0	27	836	562	60	0	27	494	0	295	0	34	72	0	0	0	201	59	57	52	29	53	299	27	56	0	78	559	22	0	0	39	63	923	516	117	787	173	43	29	35	46	60	60	0	49	0	357	0	0	0	0	0	64	112	670	0	271	0	0	0	0	0	0	0	10	0	186	35	0	304	323	445	300	174	0	95	520	683	0	22	0	611	788	644	840	183	0	37	661	0	110	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	15	0	0	0	0	11	0	0	0	37	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	68	0	0	0	34	70	0	0	0	0	0	0	0	0	0	0	0	0	3	13	0	89	0	11	0	0	0	0	0	0	0	0	0	0	6	0	0	7	0	0	0	0	29	0	362	0	0	11	0	117	164	94	0	0	0	0	33	0	0
