"id","E7.10.Poc.dami.1.20150621.M","E7.10.Poc.dami.2.20150621.M","E7.10.Poc.dami.3.20150621.M","E7.10.Ser.cali.1.20150622.M","E7.10.Ser.cali.2.20150622.M","E7.10.Ser.cali.3.20150622.M","E7.17.Cyp.micr.1.20150621.M","E7.17.Cyp.micr.2.20150621.M","E7.17.Cyp.micr.3.20150621.M","E7.17.Ech.lame.1.20150620.M","E7.17.Ech.lame.2.20150620.M","E7.17.Ech.lame.3.20150620.M","E7.17.Fav.abdi.1.20150623.M","E7.17.Fav.abdi.2.20150623.M","E7.17.Fav.spA.1.20150623.M","E7.17.Fav.spA.2.20150623.M","E7.17.Fav.spB.1.20150623.M","E7.17.Gon.edwa.1.20150623.M","E7.17.Gon.edwa.2.20150623.M","E7.17.Hyd.exce.1.20150620.M","E7.17.Hyd.exes.1.20150622.M","E7.17.Hyd.exes.2.20150622.M","E7.17.Mer.ampl.1.20150621.M","E7.17.Mer.ampl.3.20150621.M","E7.17.Myc.elep.1.20150622.M","E7.17.Pla.sine.2.20150622.M","E7.17.Pla.sine.3.20150622.M","E7.19.Lob.hemp.1.20150619.M","E7.19.Lob.hemp.1.20150621.M","E7.19.Lob.hemp.2.20150619.M","E7.3.Por.loba.1.20150619.M","E7.3.Por.loba.2.20150619.M","E7.3.Por.loba.3.20150619.M","E7.3.Por.loba.4.20150619.M","E7.5.Gal.astr.1.20150622.M","E7.5.Gal.fasc.1.20150621.M","E7.5.Gal.fasc.1.20150622.M","E7.6.Acr.hyac.1.20150622.M","E7.6.Acr.hyac.2.20150622.M","E7.6.Acr.hyac.3.20150622.M","E7.6.Mon.aequ.1.20150620.M","E7.6.Mon.aequ.2.20150620.M","E7.6.Mon.aequ.3.20150620.M","E7.6.Mon.aequ.4.20150620.M","E7.7.Pav.vari.1.20150622.M","E7.7.Pav.vari.1.20150623.M","E7.7.Pav.vari.2.20150622.M"
"e083a266d0598bc6f99106b022c5c0fe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0f1b81ddacf04fc8aa356d44341c8208",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"016c47bba615735a6399cd2817bcfb9e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fd377f92cd3bec4b6c582ec6b5fd757b",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2eb9f4e6c8a08a211d016177b3b52a52",0,0,0,0,0,44,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,19,0,0,0,0,0,0,0,0,0
"ea8bf658cd8b6278f9e6d51f1429847d",0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"ea47e10285bbcc6b4bfe668001c27c07",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d3d2188bb093f38962bf6f23e829ca23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8be617edb3b9ba7ebd92c6d53a92ed93",0,0,0,0,0,0,0,10,0,6,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30573a6d695c96903aa623ba6af16433",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4957bf1734d2088859779d012d0e65f8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0b0ecf946414d301f203a1d04971ad4e",0,0,0,0,40,0,0,20,0,0,0,1,7,0,0,0,0,0,0,24,17,0,0,12,0,14,0,54,0,41,18,0,27,0,0,17,0,11,51,0,0,21,0,0,0,0,0
"f281c628daa8b6072d42f3ef7cb0176b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"774352e3d0c2d228f0e79f02a7930f44",0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7d85543b7d44c2cc142637d8bc6c09fd",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
"77f697325c217e2cdcb6c0d8a6822c72",0,11,0,0,0,0,5,0,0,20,0,18,0,0,0,0,0,0,0,16,11,0,0,8,24,0,0,0,0,14,12,0,0,0,0,69,0,0,0,0,0,0,0,0,22,0,0
"d27f613a1d809f19992cb82d760d7e4f",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b05a40e83d56dd1d6253a03d7c85dd68",0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19734f7a1948a3f675b85fad0e709d99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7d5b29a6968a3335b362b88347f8518e",0,5,0,0,0,0,10,0,0,0,0,17,0,0,0,0,0,0,0,10,4,0,0,18,9,0,0,5,0,0,0,0,11,0,222,11,0,0,0,0,0,0,0,0,13,0,0
"baad2cb02e9087d71d716b5afbe7808a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77b517b408919dc0eb93d2e36ec646c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b6b219816c3a4fb87b7b8592711d7665",0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,14,0,17,0,42,49,0,22,0,0,0,0,43,0,24,0,0,0,0,0,0,47
"95c684bfde468b519b9930204ca45fc5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4327b5c5c71e2ac43273e8789842ec7a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1c5488e246e086bf57f18364326c7323",0,16,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"5988d3e8d1b03a98c20aecac3e8ebd6e",0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6f8d0ad8909d3e9dc907a4571b88c471",0,9,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14eedd94afe34939e486281d66346e81",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eb58e646c2115f3ae8c4c545adfc38f7",0,0,0,0,0,0,0,15,0,32,0,0,25,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,14
"05ec3457e4726078c527ac0ab15a62d1",0,12,0,0,0,0,17,8,0,0,0,14,12,0,0,0,0,0,0,43,8,0,0,0,0,89,0,66,0,79,19,0,8,0,0,6,0,0,54,0,0,0,0,0,9,0,12
"0d89daed2e31eb0b35eee707949a3f9f",0,22,0,0,0,75,20,32,0,38,0,25,40,0,0,0,0,0,0,49,40,0,46,40,86,39,39,4,0,0,0,0,0,0,31,31,0,48,38,63,0,41,0,0,31,0,52
"0ef2aea4b1dcd545c78fc0ed9ca8329f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,15,0,8,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"820b47f06b76c91d525cff8a63c00460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ab8a9bc6b2ecb4f68c43f26e4db8c1a4",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,40,0,3,0,0,10,0,0,0,0,0,28,0,2,14,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"13fc65126e073057591aac93b979ad16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44b216328b9cf86e62471bf5a3c56d99",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
"feffb99b3cc07dd5c3e4555b0edfe965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"4c857841b782ac81a54df4edb7a68c08",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5814653cb58d570f48671000befde118",0,0,0,0,0,0,7,0,0,0,0,13,14,0,0,0,0,0,0,0,3,0,0,0,8,50,11,0,0,5,13,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"f754e97f2a3fde3169284425af6e3455",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2ddf02bfccfc2b945289f069a9bf9db6",0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,11,25,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bc6c509aa45be543aaca047d14c49282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"606ef3b4291a7715669719c083a010b6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"769593636aad0c52dfffb1ca23b4a9c1",23,0,0,0,46,0,4,39,0,7,0,0,0,103,59,270,0,481,391,13,5,0,0,0,13,0,0,0,0,0,22,0,0,0,0,0,107,13,0,3,0,0,0,0,11,0,26
"35a83cc27d1ac52e423367d19f146886",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47e9bd0e54f6224506f18cace8c71cf3",38,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,27,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0
"060cb8ae09bcd0b572328dad9c2658f7",0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"7b1b6959c45f209ef571075858cb66c3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,30,0,0,0,0,90,0,0,0,0,15,0,0,0,0,0
"0a2a7e898f3bda5e380c635a75a1745c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"be8e44bedb9426bf1ab19809c51a709f",53,0,164,0,0,0,4,0,34,12,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,4,0,24,0,0,0,0,43,30,0,81,16,0,0,0,0,70,0,0,399,30
"a33356c6473fdbc6cea829dbbe557ec7",0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4f0fe2a6b70d802875487cfc0fc4c4f7",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,8,6,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"4a36f26aa557580ef19c60ce3f8aec9f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0
"3941f4ed6d883b7b74218c4d826987a8",0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"c54cf52877022a72a5e2ea217e4a5544",0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,5,0,0,0,11,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fa61aa09c3232224b4031d3a83f7e92d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"acce1be05508d9830eeb3ff067cde0aa",0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28d08a4a5182fa4747347a804dd50c02",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"2f9aaa3acc5c4292bddc8fa6568deb7c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"db3298fae59a4c018d0b91e70155225c",158,0,0,0,0,0,0,0,0,13,0,0,0,0,67,0,50,0,0,0,0,33,12,7,33,0,72,4,27,0,3,10,0,126,0,0,0,0,19,0,223,28,179,509,0,0,28
"234e291941e4f54f2e2685e0d5bbf4d9",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0175bb8a3574f116adac603b94923a5b",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"73e6ddda47ded18d85d01316dca0f686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"920e01f5dac3b8ed70d0dc1005e89468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ce8bcd9a4235e0013f597ad7f8a21b33",0,7,0,0,0,0,0,0,0,0,0,1,4,0,0,0,24,0,0,0,25,0,12,16,0,0,0,13,0,0,5,0,25,0,0,5,0,0,0,0,0,17,0,0,15,0,0
"ec832bb821cbccc065eacde541b107f7",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"e54a9e621db0e0d6de8acd8d6dc575ff",72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,64,20,19,0,0,0,0
"a0beea0c2cfb22488378203214e8349d",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5e67878dbdeb0eafa97600a5ab03a558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"0da78c970bcd67e34b7a6cb1d7e78e20",0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0
"1ff3cab424d912534699b3aef0940578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ea71bcaf802b7060c73afb9b7beea2a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
"3c9107e3753ac8e5718095c1444fe158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"86946983e82ca70242e826bff7642bcc",0,0,0,0,0,0,11,8,0,0,0,8,7,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"d20b19c80208a2e99fc54e7bae3c7ba1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"393dc63912a7591c868a2bb2fc1d02a0",0,0,0,0,0,24,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,13,0,0,0,0
"d1bb86d61b79c346765282bd44918f5e",0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8cd82928b1316185a5db671993e17e80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"646916f8eb114270d553949000ecc8cc",0,42,0,30,92,100,0,0,0,8,0,52,25,32,0,0,0,0,0,13,37,841,0,27,21,14,51,22,53,5,321,0,94,0,0,52,0,77,70,47,175,37,0,0,15,0,30
"08d8e47c6ab995edec9437d227702916",0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57ce800e8771e548352155a00e6e55ca",0,2,0,0,0,0,0,0,9,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,4,0,29,0,0,58,0,0,0,0,0,0,0,0,28,0,0,109,0,0,0
"032b66e64ba19eac8df7248aa1be6e1f",28,13,0,0,0,0,0,0,0,10,0,14,5,0,60,0,49,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
"02ba145418a4694245b235d35b784dbe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d2beb5cf3329914daaf9d7222f4fb0f7",9,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0
"d0ce63260df243a5333ec1c13974cfd7",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bf22e3a13337a3ad5e2ec2a5ab2dc84e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,257,13,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,49,0,0,0,0,28,36,0,0,0,52
"98631141df14ce8a6bb8c931ca9361d1",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f29fc0b3e4c6d12959f4e30de3c55fa2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,33,34,0,0,0,0,0,0,0,0,0,0,0,0
"d3d7657363c654ad50e86d9aa0da8df4",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
