"id","E7.17.Ech.lame.1.20150620.T","E7.17.Ech.lame.2.20150620.T","E7.17.Ech.lame.3.20150620.T","E7.17.Fav.abdi.1.20150623.T","E7.17.Fav.spA.1.20150623.T","E7.17.Fav.spA.2.20150623.T","E7.17.Fav.spC.1.20150623.T","E7.17.Gon.edwa.1.20150623.T","E7.17.Gon.edwa.2.20150623.T","E7.17.Hyd.exce.1.20150620.T","E7.17.Hyd.exes.1.20150622.T","E7.17.Hyd.exes.2.20150622.T","E7.17.Mer.ampl.1.20150621.T","E7.17.Mer.ampl.2.20150621.T","E7.17.Mer.ampl.3.20150621.T","E7.17.Myc.elep.1.20150622.T","E7.17.Pla.sine.1.20150622.T","E7.17.Pla.sine.2.20150622.T","E7.17.Pla.sine.3.20150622.T","E7.19.Lob.hemp.1.20150619.T","E7.19.Lob.hemp.1.20150621.T","E7.19.Lob.hemp.2.20150619.T","E7.3.Por.loba.1.20150619.T","E7.3.Por.loba.2.20150619.T","E7.3.Por.loba.4.20150619.T","E7.5.Gal.astr.1.20150622.T","E7.5.Gal.fasc.1.20150621.T","E7.5.Gal.fasc.1.20150622.T","E7.6.Acr.hyac.1.20150622.T","E7.6.Acr.hyac.2.20150622.T","E7.6.Acr.hyac.3.20150622.T","E7.6.Mon.aequ.1.20150620.T","E7.6.Mon.aequ.2.20150620.T","E7.6.Mon.aequ.3.20150620.T","E7.6.Mon.aequ.4.20150620.T","E7.7.Pav.vari.1.20150623.T","E7.7.Pav.vari.2.20150622.T"
"b684f7c7c75790b4994bfafcbc089aac",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98ad77e3887f722ebf0b66010ac8e792",0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65dae370da66551a28194ddfeb4de220",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9
"1e3f85b908c71748964f8e2f62c87a1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"989d3ad126d2ce2bd6a1cedcd2ddd00b",0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0
"4d5bd53f8ad6a9f75557dbbda3c806ba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"af35ab5a37d8cd0563ef15cc24540bbf",0,0,0,0,0,0,0,4,0,5,0,0,22,25,0,0,0,0,0,4,0,2,0,22,13,1,2,0,0,0,0,0,16,0,2,14,3
"c69e0de0df1e0a03af608daa7f87858f",0,0,0,2,101,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"dc6d3db424f597b0f5e8176148bd3e0a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,6,12,0,4,0,0,0,0,0,25,0,0,0,0
"c5c16094db2b1e10c6655a5855dc0da4",0,0,0,18,0,0,0,0,0,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,29,0,0,0
"228154cc4b146cf0c11791ea91d161e9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8a39607ea83d5f347d8225a2d165eba2",0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205b39cf1eced7c06249cabcec10b0c6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"132f299472542c8c4face2dd907252e8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58c5a7e054f92b69745348b5a6159544",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421d04a0face32ad3b62c2c5cbf712a4",0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1efc26ee3ed4e723b06a0068a89dd9df",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"33d7c45d4722def547ed92e610f2d0fa",0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,16,14,0,0,0
"fb9118d81e5281cf2675f7f382c6b71c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"ab0b0f8bb7be654e6949bcb9989854df",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,2,0
"b6d8d2a5a6f1c55677b31a183d889299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6038002582a2ff257bd3499430f01fc0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,5,0
"4c52eebca3710ffc5dac6160558c2131",0,0,0,192,0,66,0,20,0,0,0,0,0,0,0,22,0,0,0,13,54,25,0,0,0,0,91,0,0,0,0,0,0,0,0,15,81
"3900f8b698f6a082561aa928354646e1",0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"a7157769dbfddf2943e904f9f7d35102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"b97961d3699b5a178686f6d4c29873f8",0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69cf53843781ff0354e2c1b2fc6b3926",0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"0cce7f24a56349bad161b40bddedcbff",0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,2,31,12,0,0,0,0,0,0,14,0,1,6,33
"2d37ab728b83189bd97f8c8df230014e",0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0
"99703caf1c79276561a956533237e4d0",0,0,0,5,0,85,0,3,18,12,0,0,0,18,5,0,0,13,0,0,3,0,0,18,46,20,21,0,0,0,0,0,28,11,0,6,3
"a611a65a29c22b2618f8a672cb7caa8b",0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f7a004a3b1502060f351f97f864bbd8c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"072b064364c7ff5f5f001f0231650956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"e7caac469df6b55bd9084e245dedb723",0,0,0,0,0,0,0,10,0,0,0,0,10,28,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c08e2c8af38674a1578f2fdc27443960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d4797a2386af04283b235a6ae3b51c4f",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d719ee973d7e35e1086d4de7aa892a72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,25,10,0,0,0,0,1,5,0,0,0,0,0,0,1,1,0
"9a868f85a0e325eaff817b1de0a45aa2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"39b273a1f994f29bdaadb5a5a6164775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"c42212a85069e5a94c945aee0b41f854",0,0,0,0,0,0,0,22,61,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,22,0,0,0,0,0,0,0,0,36
"8093e454a0180c5f91482cac2179f125",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"551f5eb67c68e551f4158e1907680114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b6b219816c3a4fb87b7b8592711d7665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51,0,0,0,0
"a2a7e813771dab313bb94b7a4277e86d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0
"699d67273bcdcb26b67c11e7177ee453",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"507b1a66173c47fdf816dfc0f188c271",0,0,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,37,0,0,0,0,0,0,7,1,0
"d679bbce2329627e84826237f94cf3e5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"260525acbe4c62bb7555e60f2248a9ce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,50,0,0,0,0,0,0,0,0
"11091724e664a47189e05c4dc851d996",0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01f58c540a7a527fb8521bfd1915f68f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"714a0b19b3b6af9b966dd9b4f3f55d28",0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78a233dd018631b5587628eaa7317ff7",0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5368d476caa2aa37e9798306cdb553e1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0
"e247471b5e5e941316da8ee148617f62",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,4,41,0,0,0,0,0,6,0,0,0
"94739f9c2ac2bb681fb56a5d7c423d12",0,0,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0d89daed2e31eb0b35eee707949a3f9f",0,24,16,42,0,0,0,7,35,0,0,0,20,0,12,4,0,0,11,0,40,0,0,6,15,0,2,14,0,0,70,0,54,0,45,18,42
"9d190dd963766cb6add6c89764502cf8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,3,0,0,0,0,0,0,0,0,6,0
"c89cd1bb5c5773b21c94a8aa9481a06a",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,0,11,14,21,0,0,0,0,0,0,2,0,0
"87b69f7cd5029e46ba32d316742ea7de",0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"0ce711a4f64118be6351dccc3c2fc733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
"f92216967760c3274381a1b9c8a2b4b4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"14e203bf0a8817d007d13b780997ee31",0,12,43,0,0,30,0,3,0,0,0,0,0,0,0,5,0,0,0,7,18,17,0,0,0,0,5,0,0,0,0,0,0,0,7,16,40
"f42af7fe52455a9ef4b69edef079a51a",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
"89dea0bafecfedb28807c96665237e51",0,49,0,37,0,98,0,33,23,0,0,0,0,0,0,26,54,0,0,19,58,0,0,0,0,6,52,0,0,0,0,0,0,0,48,28,104
"f734e2cd48d9bf757e7b8f2f9b1761f3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3213f0f8c72e73608262f97029171732",0,0,0,21,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e37a513dd8e5f7a026b1b2e127c35528",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9743969a5c3a010abe4f850bec8707d3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145e379bc0b8aacc7ed723a44caca063",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,25,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0
"1a7a15c72b316f62950f6397b4c449c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d69b06a77ab1e6a7b2c24c367c285a9d",0,0,0,12,0,0,0,19,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,22,12,0,0,0,0,0,0,0,0,0
"819d8d4910670cac8f033ada8f8b1a5e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3d44680f832278176eeefa1da630116a",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,27
"31583d49357c4ce164c0b625194dec5e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0
"4f890b8c3f94719d2d3b7e8a771f0d66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"801993be5d4360057605e1b5bc8606ae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"0c356a195c53f4b56e8af468ea05ba4e",52,14,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,1,0,0
"f9197744975fbb166dcb467da3ee8f26",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
"7b1b6959c45f209ef571075858cb66c3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,25,0,0,20,0,0,0
"9035c5c72817dfc2b052f60189c943d3",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"be8e44bedb9426bf1ab19809c51a709f",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,61,0,0,7,0,0
"34dab9a6518053fdaf878d7d7559a931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
"469833ab265d1056efac5a5e51f6721e",0,0,0,22,0,0,0,16,10,0,0,0,0,0,0,34,0,0,0,0,16,0,0,0,0,4,6,0,0,0,0,0,0,0,6,5,0
"a555923378b5924bf5bd45698a1c1ad3",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"c9d3441297a7ae395a60d275c38483ad",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c930961b74cc16fecca6ef805e9a0ce1",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"a19571455acdc9b969b2a53810723a6d",0,0,0,0,0,0,0,0,0,32,0,46,0,0,0,0,0,0,0,170,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68b7e6798b789cce4a25f85313eb5453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6e0c1eda39bcc732da5791922efc52cd",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7910b202cde137a3cc44ce9d43e51bf5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"7ff38747b8a6ee9a1a71d51b2fa5c61c",0,0,0,0,0,0,153,0,0,0,0,0,0,0,67,26,0,0,0,0,0,0,0,0,0,3,0,0,201,0,0,56,0,19,0,0,0
"0f4d2a1f199fda8823a22dcfb85801dc",0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,18,0,5,0
"f0c789f46d6ef7004ff05a0ddfd9a400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
"5917637e339ac8f5e74f4c7d08e57932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
"a1e8d84dd863aecdc12a850db3f56e7d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"6d2703539eb760c9f73d6b8c8bf0c8e6",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6704d3f720342f83c616b22ab64b3d97",0,11,10,2,0,30,0,30,7,0,0,0,0,0,76,34,0,0,0,0,4,13,1,0,0,360,23,28,0,0,0,0,15,0,6,4,0
"aeb9ccc7781846dc5da89ae50de0c910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"557636b87c803d33fbed374b9f09ccac",0,0,0,0,0,0,0,9,67,0,0,0,0,0,9,0,0,237,15,0,0,0,5,13,0,40,5,59,0,0,0,0,0,12,0,0,0
"6bd648fcb43cf0c20be284611f5e4ff0",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b54e19d6de217bf77f9a131e3b3cf06f",0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,40,0,0,16,10,0,0
"6de7dd01c2410d354c13091b60380300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"e70adf9f725b6ff340bebdcc35148a7c",0,0,0,0,0,0,0,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"dfb7fbe50d38b183690a1b64f2fef44d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"934c1cc3c00b6ca2b7f243e61e76b202",0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0
"101053501543f9299c3f828734dec9fb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,9,0,0,0
"e2510bfd271b6db986c4cfd4bf8cd53f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"885a16775a630f2a31eea21c5257200d",0,0,0,0,0,22,0,0,0,0,0,0,39,0,0,37,12,0,0,6,0,0,0,48,34,0,0,0,0,0,0,32,6,46,0,0,10
"238770e3810a1bbe12243074ff43fa1e",0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d3a9e3d7fad52b77f2c1bdef04117f2c",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0
"032b66e64ba19eac8df7248aa1be6e1f",0,0,0,0,0,0,16,3,3,0,6,0,41,35,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,0,0,0
"7edba336cb9311bfb018172780c41d70",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2d84c345155fab378453ea2f20bfbf2f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
"cc3b86769c5ac03ec3b44cf529a1f8f4",0,7,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fe27fcf137cb788f29bdeb123ceb00af",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0
"cd4dc73cb70912f52a537487dfe619c1",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fe83bc83d3743a297b0aa334e361509b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
"db077942ab4883a12d5c695813090a7c",0,0,0,0,0,0,0,0,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0
"fd1f46b2ea8f5f8eac86ba3fc5530aef",0,0,0,0,0,0,0,0,14,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2859d857f33d06a884ba33e042f040e2",0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,22,18,12,0,0,0,0,0,0,0,4,0,0
"e287edb9b9d3cae7ff7498e0a26cf02e",0,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,2,8,0,0,0,0,0,0,0,0,12,0
"b08d9b51dbc3742f1f0fadccac553498",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9b462c1e47dee6e3927ed50ff77f8f9c",0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"7c8839279b6b36baff546ff647a36932",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
