"id","E10.10.Poc.dami.1.20150630.M","E10.10.Sty.pist.1.20150630.M","E10.10.Sty.pist.2.20150630.M","E10.10.Sty.pist.3.20150630.M","E10.17.Fav.abdi.1.20150630.M","E10.17.Fav.abdi.2.20150630.M","E10.17.Gon.favu.1.20150629.M","E10.17.Gon.favu.1.20150630.M","E10.17.Gon.favu.2.20150630.M","E10.17.Mon.curt.3.20150629.M","E10.Aca.hill.1.20150629.M","E10.Aca.hill.2.20150629.M","E10.Aca.hill.3.20150629.M","E10.Acr.cyth.1.20150627.M","E10.Acr.cyth.2.20150627.M","E10.Acr.cyth.3.20150627.M","E10.Acr.pali.1.20150627.M","E10.Acr.pali.2.20150627.M","E10.Acr.pali.3.20150627.M","E10.Alv.alli.1.20150628.M","E10.Alv.alli.2.20150628.M","E10.Alv.alli.3.20150628.M","E10.Cyp.micr.1.20150627.M","E10.Cyp.sera.2.20150628.M","E10.Fav.abdi.1.20150629.M","E10.Mon.curt.1.20150629.M","E10.Mon.curt.2.20150629.M","E10.Poc.dami.1.20150628.M","E10.Por.hero.1.20150628.M","E10.Por.hero.2.20150628.M","E10.Por.hero.3.20150628.M","E10.Ser.cali.1.20150627.M","E10.Ser.cali.2.20150627.M","E10.Ser.cali.3.20150627.M","E10.Sty.pist.1.20150628.M"
"28c4186f046903bb87e03cc4c634618c",0,0,0,0,0,0,4,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,21,0
"05695a7de9c729c3b53ae2054c8a3143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"77b1294eded21e8f0900018d0da6f6ae",0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
"f5f36db04331084c05d8145fab1db301",0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,38,0,0
"973214b081506fbf9cd3e0ea1672eed0",0,0,16,0,0,0,0,0,0,0,18,0,21,0,0,0,11,13,15,0,0,0,0,11,10,25,0,0,0,12,0,0,59,20,0
"f59eda3819fcda1b441658dcad5809ee",0,0,12,0,0,0,2,0,0,0,3,0,16,23,22,26,0,8,0,0,0,0,0,0,13,0,0,0,0,0,0,0,31,0,37
"858e51b3dd68371683e59b6ddc02bfaf",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1007b1b916d7a473753268fafc56eb40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9ffe42627ceaf6bae59c5c301b63b6a9",0,0,0,0,0,0,0,0,0,0,30,0,0,14,0,0,0,0,0,0,0,32,0,0,3,12,0,0,0,0,0,0,0,0,0
"c2c0513e6610e0ca3e9242a62a6ac0fb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"5416452b4bed13e03edfc993f7e53466",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76f463a1a2b1727db838028cd6162280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
"75c3fb67b9d34ab5c7ffdef02c962cf3",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c96208030f3c25e0c953e517051f9902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"e43a58ad80ff58792a461639d78880fd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"adc6d6050e32536d981e8e0d9d60e7ee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"648c76f1eeccfcd7c808f46f02782e61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"7bfb4295fc89be68761e498c6dee4714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6cdc5f39734f542b3c70f9cdba511173",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189646b719fdfc9dd2787b19b2e0eb53",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13edc181295be4d7edd686f3bb798dd6",0,0,0,0,0,0,0,0,0,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
"3e1a2f5c968c59fcdd093014ee6328e7",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1803c3ad3d2bab7ea9ff8ef09429de36",9,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,22,0,0,0,0,0,0,0,25,0,0,5,0,0,0,0,9,0
"ba5f1b81d38c64252fc6356cf307bd32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2cda0e5a2607c16ecb7f99d57fb734be",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293d94dbc272ccfa12266e5febf45025",0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"714a0b19b3b6af9b966dd9b4f3f55d28",0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0e0f661f0d8140a699cbf7bb7a6185ad",0,0,0,0,0,0,0,0,0,0,13,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351368706da833694975fd1668ba4cf0",0,0,0,0,0,0,17,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,40,0,0,0,0
"e1131cdc948b9e3cd35b487e62db92ef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,23,0,0,0,0,16,0,5,0,0,0,0,0,18,0,0,0,0,0
"b8d4ade25acdb76a0ae65e858e025d09",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7d5849c32fc4844eb2625ce9c5b2a690",0,0,9,0,0,0,11,0,0,0,24,0,17,0,0,0,0,0,12,0,0,0,0,0,0,13,0,0,0,0,0,0,39,0,0
"b9f2ca4f6c69016823d7a19b9b6b98e2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"a1f1aeb8560b0c1c3adeecdf2766e384",0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,7,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"424bb3121ca250d9e5df8b0246914e92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8e15c346d8dd7a87e140e5d8583b3b8b",0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75930d3733635a10fb1b717ab3d34e3d",0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99dba20ccbb18c4be36bdb6c4cdd84bb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"51e58b7db47512308833d8b17a8eb182",0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,11,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
"950432003d0026d8b4091aa9f333ab8c",0,0,0,0,0,0,18,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94c0e47ea0c9653033d1f28af2d1803e",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
"2e1a1603a74737e291aaf96dd64999c2",0,0,0,0,0,0,17,0,0,0,8,0,65,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
"c5f0ee37ed789c5ec9310ce5d43e1bbc",0,0,0,0,0,0,0,0,0,0,0,0,0,51,27,0,40,0,0,0,14,0,11,0,0,0,0,0,0,0,0,0,0,31,0
"a22b8b78ce22e149098268efb588f489",0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"549112fab1a8e50a69bb3a536156c778",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bacfd40f02baa9e88dbde72541273d25",0,0,0,0,0,0,23,0,0,0,0,0,0,33,21,0,20,3,0,0,16,0,12,0,0,12,0,0,0,10,0,0,35,9,0
"d0dbe95fceb7358c7961dd90e26a66f6",0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75ec0a6401ed9a874f8f71abf4a1f955",0,31,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"769593636aad0c52dfffb1ca23b4a9c1",0,66,17,0,55,29,0,66,55,0,2,105,0,30,17,0,0,8,0,56,52,0,0,0,4,0,97,20,0,0,0,145,0,0,4
"bed8e65b7b0dde245900a1bd2ff17c3f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"87cab57eaf061d78b095a17517b3b237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5554338f428a6148c1954b7e2b61828b",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0a2a7e898f3bda5e380c635a75a1745c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0505f9c8b5a15bbf46d4bcf1fb0221b8",0,0,0,0,0,0,0,0,47,83,0,57,0,17,0,62,0,0,0,0,71,0,39,0,0,0,13,36,2,0,0,265,0,0,0
"ced23c234bd6f6152ab5c87036ee3926",0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307b54435ecc34a2056e7dd23ec297db",0,0,0,0,0,0,0,0,0,0,26,0,0,16,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
"c2ea45af17ed5e904c34fd937bb339ee",0,0,0,0,0,0,29,0,0,0,17,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"e7629fc28c9ee30e4b64f68cc2f6342b",0,0,14,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e76818bfab00ffbf19fdae1e82c72438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"543d9a129bad38ae236000a7de2dccdb",0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91d889d4bde02ebc00e2341a8fc256fd",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"14eb70c33a14a6264f8338880854db3e",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
"d96ea3fa0e0901003a82b3368cf16607",8,29,14,96,0,66,35,13,0,387,10,43,0,0,38,44,34,30,39,0,370,15,0,0,15,13,112,0,0,0,0,0,58,119,0
"f6ae084e8c98c39d62c41fbe7448a688",0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65e61b43b8056ae3099cff994abfb4ac",0,0,0,0,0,0,11,0,0,0,56,0,0,0,8,0,0,4,0,0,0,0,0,6,0,10,0,0,0,37,0,0,0,0,0
"2f0a8c407cbae7663707879a804436a7",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7c1ced9a80e2a49c0035d9ef4f295127",16,0,0,0,0,0,34,0,0,0,0,0,16,0,18,0,18,3,0,0,0,33,0,6,0,25,0,0,0,10,0,0,38,10,0
"9fff08439287932aa8cebeca31c3034c",12,0,0,0,0,0,0,27,0,0,0,160,0,0,0,0,22,0,0,0,0,0,0,0,0,0,60,0,0,0,0,41,0,0,0
"d8664f496ab3ae969aa348c90b19e745",0,0,14,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20d528e64df4407e17fc983e9929bdcc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,17,0
"9cf41c8fa1b5b66a5f9d6e37f846bdaa",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"df98947d7534a5f44c5645fb6b0e3c4b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"add7f1dcd5733d7e1ec1140a92177bfe",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87cbf2cbb4558bcdf3f44a636b405f8e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"643a3e17659f1690e7f4c80c483558ce",0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,11,35,0,0,0,0,35,0,0,26,0,0,0,0,0,0,0,21,0
"646916f8eb114270d553949000ecc8cc",0,53,0,0,0,0,0,0,0,0,17,0,14,71,9,0,0,26,38,0,0,0,0,12,0,25,0,0,15,0,0,0,22,8,0
"3dca7096cb449b5e69b5dd6b592081db",0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
"45292cfa4cc888dc1fe6dd15915f2e5a",0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"032b66e64ba19eac8df7248aa1be6e1f",0,47,36,0,150,0,24,0,0,0,22,24,0,9,61,0,6,20,0,0,0,0,51,8,0,47,0,0,0,0,0,0,30,44,16
"d2beb5cf3329914daaf9d7222f4fb0f7",0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d0ce63260df243a5333ec1c13974cfd7",0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2d84c345155fab378453ea2f20bfbf2f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cc3b86769c5ac03ec3b44cf529a1f8f4",0,0,0,58,0,13,0,0,0,0,0,0,41,24,9,0,0,0,0,0,11,0,0,7,0,0,45,0,0,0,0,0,0,0,0
"865192fa3358c1c221a1683c2a502873",0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60f7dce713f70229a878dee36c4ddf55",0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27bfbf150e594d71884cab953f320b85",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0
"79a81fa153e03594b02bf5a4a7dda725",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b1b7c7bb13c302a5e29993cc9d936b7c",0,0,60,0,0,0,3,0,0,0,0,0,23,0,7,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,9,0
"b6ca5c42873b2b71ffc042475e265554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"46239994a26a52e72d47853787aec4d1",0,0,0,0,0,0,18,0,0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1e998b169208a5f4941a5e395f43de06",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a541ab630ae66af13b76ce62087e5363",0,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b3fa686f2f2a10fa0bfe7435d80373ff",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"3c7e6b63027221109867a7ae075721d8",0,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29b329abc8122b66efb37a586255317a",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ab20fa90956ee4a25f743e84a89ed5e5",0,0,0,0,1,0,0,0,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f6bf179ef1ed5c07e70194c9a7f72d25",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6638f62c8420093ef324bdf6e4b94185",0,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
"1bf14771ce782ba0aeb7eb43ad7e0825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"d8e48bb17d5d9afa7dd9aa7c586f49de",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9d627c99f72c7311791c266c9aec6d68",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a41e9d99c9814780494d803452f9f1aa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"24b1a482dfd1e581382961cdd056650b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"aa4acf655de3f98428d1febb787dac92",0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,5,0,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0
"db9645c63b6e374eb9ac826218882b55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"094737da2e576b1d6ea197691ec597e8",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"720899fa75e7dbab09bd220dfc4e5d72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"81779d930a1e869c532f935efb6c2487",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,0,0,0,2,0,0,0,0,0,0,0,0,0
"c4201ba83929f07cea59aeab2aeca1cb",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d5195fa71fb690f90e749d85450a1d68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"901944b1904eafb9014cd247d1009ba1",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9cd68afe54bdaf89ec3605c424e95b54",0,2,0,0,0,17,45,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,0,18,0,0,0,0,0
"9b7182ff4544219550c8fa9bde5ea7fc",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e5fb6289e2bc2d936b20f030e64e6f44",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8c5a88691d87ea290c8b60497d58fe62",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157593fe6fb24741948964ab306721c5",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4c4b4e240d83480b5e9bea9b63500f73",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e6e86081be5c42b494fb50549a73a919",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e6902caed03f1e02eb58b66a6152eb46",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e1b22fa7ecb14ad93694224b001ac8ca",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"625aa9efe09141800e41da74c4ac87f1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8424032c4e05e0883107d2726ef4a125",0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"d770763a7ac9d63355174d0d1c057f6d",0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"baa8127489a03e96dd7a30f4bb7594e7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"e775d654d398dcc5484cb2af932cc012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0b6a6ed20a9e1764c23aea0241b05c6d",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4e9ae506d2e575194302108a6e3061dd",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73f207ac3f0dbacb9eff05c31add61d3",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7c9ab10ab4c8c7e62a9dbf5e8c9a807c",0,0,6,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
