"id","E10.10.Poc.dami.1.20150630.M","E10.10.Sty.pist.1.20150630.M","E10.10.Sty.pist.2.20150630.M","E10.10.Sty.pist.3.20150630.M","E10.17.Fav.abdi.1.20150630.M","E10.17.Fav.abdi.2.20150630.M","E10.17.Gon.favu.1.20150629.M","E10.17.Gon.favu.1.20150630.M","E10.17.Gon.favu.2.20150630.M","E10.17.Mon.curt.3.20150629.M","E10.Aca.hill.1.20150629.M","E10.Aca.hill.2.20150629.M","E10.Aca.hill.3.20150629.M","E10.Acr.cyth.1.20150627.M","E10.Acr.cyth.2.20150627.M","E10.Acr.cyth.3.20150627.M","E10.Acr.pali.1.20150627.M","E10.Acr.pali.2.20150627.M","E10.Acr.pali.3.20150627.M","E10.Alv.alli.1.20150628.M","E10.Alv.alli.2.20150628.M","E10.Alv.alli.3.20150628.M","E10.Cyp.micr.1.20150627.M","E10.Cyp.sera.2.20150628.M","E10.Fav.abdi.1.20150629.M","E10.Mon.curt.1.20150629.M","E10.Mon.curt.2.20150629.M","E10.Poc.dami.1.20150628.M","E10.Por.hero.1.20150628.M","E10.Por.hero.2.20150628.M","E10.Por.hero.3.20150628.M","E10.Ser.cali.1.20150627.M","E10.Ser.cali.2.20150627.M","E10.Ser.cali.3.20150627.M","E10.Sty.pist.1.20150628.M"
"ddf933c46507521cd9ad386b301dfe7b",0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"876287326c1f97b2676ca1a3334c884e",0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"0598b216e8f77625e7f57f60546cc866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"cc7ca8f23f6f3282450bb55ed65f24f2",4,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bb64eff0e0f59c63d9289a20bc111f82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"1a9c19d3518b06f07d971f9314d59af6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,110,0,0,0,0,0,0,274,0,0,0,0,0,0,0
"167dae7fac5deb0859f41c2e83210522",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
"68ed11b8affdfd3e7979833bfb35ea7f",0,0,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"04d89642a394fff1e5515ef792ceee70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,31,0,0
"5e593fbff27f07a4576c0077c3d00dbb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"678b2e58d534785c3a96d7b071f61d29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"7a769c48da036296856bf66a588ff339",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1fef4e969d34a901f19555ff3ba989ce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"572f9ff2148da07e9dcd16640d2dd967",21,0,27,0,0,0,0,0,0,0,0,0,0,91,23,44,39,0,0,0,0,0,68,39,18,0,0,0,0,31,0,0,95,39,0
"03341476907ab42a632fbd004ba9b5a0",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2ce5abbffdecbf230427cd476ec3c2db",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"9a263dc28593e4cd3c325cb8cc56e0b4",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1398214e536f9f766e7d942a15f146da",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dcf66b802475efc48a89a41e0fd5d17b",0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,15,0,16,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"077bb5272e56eab0e36be2099176f473",0,40,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"73c434a77d07c20d70f499ca99470a5d",0,0,31,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,38,0,0,0,0,12,0,0,111,0,0,0,0,6,0,11,0
"2e9345ea72a070d5942bbcdb7aa6b1d1",0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1a01d12975c455eb2083b93ddf665bf9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67c37dc4bee9bbcd638b39305b93cd61",20,34,0,0,0,0,0,0,81,21,0,252,0,0,10,23,3,47,30,611,141,39,0,0,0,10,60,48,0,0,0,0,0,0,0
"9d60eb41b9832f585d8b35868cca0656",0,0,0,0,0,0,11,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54252a64767e9927374b37adfe6089d5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,6,0,0,0,0,0,0,13,6,0,0,0,0,0,0,64,0,0
"99abd18009036f0ee6a6fcd310faec8c",13,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1aea427b7efcaac6bd760d22f2a33e77",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0abdc3c8eef3561e166ac1ad8f113fc9",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4ba7e027ac7de4549c690f97d256bb9d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,14,0,0,0,0,0
"53136098df8336fa03448a36432ccdda",0,0,0,0,0,0,0,0,0,0,2,0,0,0,37,0,0,0,0,0,0,31,0,0,3,3,0,0,0,0,0,0,0,9,0
"b7aced243ec8774598460ac2e573ffc3",0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b0cf1fb10eae2e4468bd874deede1719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80fcecaea171cfa4c3caf9c6d1aece9c",35,0,0,0,0,0,0,0,0,65,0,70,0,0,0,0,0,0,0,0,0,20,36,0,0,0,0,0,0,0,0,0,0,0,0
"08c420eba40297520f1726cc198b6f9b",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"066d4dbff6ccb8fdf956177490a25e3c",0,67,0,0,0,0,0,49,0,0,0,0,22,0,0,0,0,12,21,6,61,30,0,0,0,0,0,0,0,26,0,0,34,0,17
"fd8f155811bc805221ec2a6890be485d",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85078c6bd8acca19fb57610a48b2094b",8,0,0,0,69,0,0,0,71,58,0,0,0,0,10,0,12,7,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91da5d33a193a4def4bb05ebe1161a70",0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"a842ea9c3531ed1c516afd58e96845e4",0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0
"99aba5e080a18bc67438cb1792910643",0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"a1d2488c97d8750cc3a68306e82b8f39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0a7d5c710ba2d65449a2542e021a4ee1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4f2fdfd5dcb1fd79523c7e21ad0a7290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63e1425dc865d875f0003ac61ceb893a",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6ec5a2d85ba93d767236ed2db2b22aa6",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"af26a8c5d9635cb7b1fc2efaf845f254",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0
"379bcf967b806b301b7e5dfe2aa4faee",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,18,0,19
"d11c80ae979db1157258bcf9053c37bb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bef53b71ca751f68f2405a80027aa06c",0,0,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120eff3f0f2c86ee097ac9c95b53d7ee",0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"387bc06a93c75bc4279cf95129150cf1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"1f7634265c4667ad8880fee4200bc57c",0,1,0,0,0,0,12,0,0,0,0,0,31,0,28,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,24
"2b36914e87292bfc5733cd71af9fcc62",0,0,5,0,0,0,7,0,0,0,7,0,0,0,0,0,0,10,0,0,0,14,10,0,0,0,0,0,0,0,0,0,23,25,0
"5a70e64dc6c6927f6709e479ba739651",0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,44
"86ada93353dd1d3c90d772f7b0f56312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0f975a97e7ff98add0163c553ba93350",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,16,0,0
"65a95a5b2000f79c217cea99e15e6221",0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f1b53dc7d574525aee4ef9719b8d5969",0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a5e1ea98ccc6883ea7a8240943250ca8",0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"747d268c522c3c81ed88e5c67d4493e1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"77e9e5a3f2008d7871a3b4e93f4fd53d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
"e3ce190587705a866d87923aeda5c9c7",0,0,7,0,0,0,0,0,0,0,7,0,0,0,52,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,37,14,0
"0ff03e4e596b6524e9d4aeb8b71f32ec",57,0,92,0,0,0,48,3,6,0,64,0,59,100,46,0,39,0,20,0,49,136,37,103,368,56,0,0,9,0,0,0,102,44,41
"9cbb083b6597a73d4d60ea1002fe41ba",0,0,0,0,0,0,0,0,0,0,17,0,0,0,21,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
"410897345378223239e3c763443e385b",0,0,0,0,0,0,0,0,0,0,35,0,13,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6
"41cc336cc581051ce3c32b4ac02430da",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4f87f3f2b86255dec057075c12dc0b8b",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4a20b425d17a26f2d71c2e1307b0d0e2",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62d2b01b1b64c83d4ab2ebe239df2c4a",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"855b5fe89f93aaf2348364b7f2d89ed8",0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49599ee5e45c1b155541a123a06e49fe",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,11,0
"2c95378653648ce017222e6641c8e2d1",0,0,11,0,0,0,11,26,0,0,0,0,0,0,0,0,18,11,0,94,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0
"46979e9e0c8b6fb363738ccf3e333ae0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"6f54000b90ffe4b8831766b92d12a3f2",26,0,54,0,0,0,9,0,0,0,10,0,38,55,33,0,7,48,0,0,0,136,11,31,0,7,0,0,46,15,0,0,0,9,0
"129b02c669c02020f33904c1520e5ee1",0,0,0,0,0,0,0,0,0,0,4,0,14,0,12,0,0,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,11,0
"60e0df7935cc89b4b1908390bdf65971",0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e9b1f734b8bf3a0c609bfbccb47b731f",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,23,0,0,0,0,0,0,7,0,0,0,14,0,0,0,0,0
"2a736c6fadca8acf6992379995a9ce85",0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"a5673720bf35f415e84f533d78f8e61c",0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9ea65cab448830bce0911e43cce28c5e",0,0,0,0,0,0,67,0,0,0,20,0,0,0,5,35,17,39,23,0,0,0,0,0,13,32,0,0,0,0,0,0,0,24,0
"3e785cc2ac31bb0be212583aeaa6a37c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
"e3f2fdfa2303dee8b59f690c858dd62c",0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"e9a01b54f4b67f3296fc6992d9b48652",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dfad1af649b51018267fa14b961427e2",0,0,0,0,4,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d40d9c264b5d424994d3073d836358ad",10,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"025b423245f44e232fb108273863f31a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"6b501ea8bcd0e624f51ce9fcd038d8bb",0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"803825b67e9b84bb3c110644ae322d00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
"b82361a9e354af968f1ee1807eabc9bd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"0245056fa041d0179d0a656977381e75",0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"a5a24162d438d6d7b8c6120ca9d0a44b",0,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,0,0,0,0,0,0
"82f17b0cbb717668e9cc3a9a538162b9",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
"ff4fd1e2aeed684a34c343d03c6aaea5",0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"890c30f7d26b967c6884ac522fcf1bec",0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"b980026658247f29fb365f8cccec1bbe",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ff2831e5a37a127bf85f42097098bc7b",0,0,0,0,0,0,5,0,0,0,47,0,21,0,0,0,0,0,0,0,0,19,0,0,0,7,0,0,0,0,0,0,0,0,0
"ec8e2ca819a42fb387d10f8696062d25",0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
"0892d1bd5259f0417b35f54e396f0b61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ebcbcb68d7434077bf9cccb7b6542427",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cdf8e68c5519792e730094bb2496b79b",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"864fd0e9893eecdc13d9580acb90b1b4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a21d22166fe7279270755b1384d5161e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13,12
"1f7acd2e5f0d2c6b5f135d17b76928f8",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"aa3aad5c209f129acc158b4c23eb74a2",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5d2319d1f92f8bab30f4c7e009ecae9d",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dcca62bfd36616b8d91487a295600aba",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49a294cdf48c3f0dacfaeeb8313ebf7b",0,0,13,0,0,0,0,0,0,0,8,0,21,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,19,8,0
"30fb3edb90bfc0b9261e26db761a13fd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
"cbb81f003267ec79695ff0ea1732367d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"480bfea2b375f1bf6681aeb490b47fb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,45
"106794ed82d88e6ff4a64ab76ed24c9e",0,0,11,0,0,0,50,0,0,0,4,0,55,112,76,0,77,15,0,0,0,57,46,0,0,10,0,0,0,74,0,0,0,99,46
"7051497be569868600ddc91fe2cb4504",7,0,30,0,0,0,23,0,0,0,0,0,37,91,31,0,58,40,0,0,0,24,25,0,26,25,0,0,0,0,0,0,123,47,36
"de2cce52fdb6723d74778dafe5cea195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"e792f1b4dd855b8909ee1b78f4f61df8",673,0,280,0,0,0,0,0,0,0,6,0,189,36,0,310,286,402,311,173,0,81,498,666,0,6,0,606,753,662,850,189,0,25,640
"e0bfe4f8246b6f996c8d778523e58868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
"c737f17dd77ce29aa295e4082596b1a0",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6a73121a0095ea91f3d51ddb30ae4ee6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,15,0,0,0,0,0,0,0,0,0
"d2f64f3274f02724fd21103adc1f85fa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7cc9bbdb9268d3fbd3d4a54c2397885a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
"70c0399e2d8cddc45396c022976b1029",11,0,38,0,0,0,10,0,0,0,0,0,18,39,48,0,30,1,0,0,0,53,0,0,0,35,0,0,0,4,0,0,0,23,0
"7b0d14b774d3346a651bc9b5f1f5d96c",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9cb1cf2477c2211749138d1266840122",0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9c0b73bf56b5e8a57eff8e33568b1776",0,0,0,0,0,0,0,0,0,0,10,0,36,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
"1dad9f42a4a6c0b45569516becc2cab0",0,0,24,0,0,0,19,10,0,83,0,0,0,0,0,0,17,10,18,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"3d02f97e5eaff24b731d6f021493ce46",0,14,24,0,0,0,9,42,8,60,0,0,0,0,0,33,38,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,13,0
"8a263edd72dde0f82b657457688d1be2",0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,51,0,0,0
"b6f7f277ffa4b611347c6a4b6ce0f53b",45,565,61,655,716,645,5,583,665,129,0,0,0,0,0,185,0,0,0,60,0,0,0,0,0,0,0,0,0,0,37,303,0,0,0
"b4bf887dbbf14a1a774af0d19175b71e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,35,0,0,0,0,0,0,0,6,0,0,0,0,0
"b8c09a81563a4649454459d471f05c44",0,0,0,0,0,0,0,0,0,0,3,0,8,0,17,150,33,0,29,0,0,26,0,0,0,6,0,0,0,0,0,0,0,0,0
"4f25dc7fa41cf3787649d0196f6fd2fb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8bd624435cbc1c114af0c85384141cd7",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,28,0
"0762a703a9c560488ce7e0bc9af1f200",0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,292,35,0,0,0,0,0,0,0,9,0
"58d0751ae0616722c88138e574ba1cb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"bbd6bae00dd1887d151d5d6bea7e8d1a",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9ccbe57ec9f1ec61a2b9ed78daf6158c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
"e40bf259b314b88c4fda780000dfe333",25,11,17,101,0,0,108,0,0,0,31,0,0,34,13,0,0,7,282,0,64,39,42,0,0,60,414,0,11,0,0,0,0,47,0
"f3074325af6a5cea059f91507a17c634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
